Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100081,S200081,Mason,,Johnson,,Female,White,Canadian,1994-05-19,32,155,91,Blue,Blonde,Dark,A-,Right,Small scar,Tribal,Beard,Unknown,Married,975 Main St,Hamilton,Ontario,L63A2,555-3135,Robbery,4,Under Investigation,L. Chen,21,No,Yes,2026-01-08,2026-01-02,,9,MG300081,Synthetic training record
C100082,S200082,Sophia,,Brown,,Female,South Asian,Canadian,1971-08-03,55,193,67,Hazel,Red,Light,B+,Right,Forearm scar,Dragon,None,Unknown,Single,367 Main St,Ottawa,Ontario,L30A5,555-3834,Vandalism,2,Under Investigation,A. Brown,8,Yes,Yes,2025-03-11,2025-03-01,,10,MG300082,Synthetic training record
C100083,S200083,Param,,Martin,,Male,Black,Canadian,1992-04-18,34,157,65,Blue,Red,Light,A+,Left,None,Tribal,Mustache,Unknown,Married,588 Main St,Brampton,Ontario,L98A2,555-1930,Fraud,1,Closed,A. Brown,7,Yes,No,2024-08-12,2024-08-08,2025-05-06,17,MG300083,Synthetic training record
C100084,S200084,Ethan,,Williams,,Female,Latino,Canadian,2008-06-12,18,168,114,Brown,Gray,Medium,A+,Left,Small scar,None,Beard,Unknown,Married,704 Main St,Toronto,Ontario,L22A0,555-3702,Theft,1,Closed,M. Singh,21,Yes,No,2025-05-10,2025-05-06,2026-01-29,17,MG300084,Synthetic training record
C100085,S200085,Ava,,Singh,,Female,Middle Eastern,Canadian,1981-02-11,45,200,65,Blue,Black,Light,B+,Right,Forearm scar,Dragon,Mustache,Unknown,Single,387 Main St,Toronto,Ontario,L46A8,555-8701,Theft,4,Under Investigation,L. Chen,7,No,Yes,2026-04-21,2026-04-15,,14,MG300085,Synthetic training record
C100086,S200086,Sophia,,Lee,,Female,Latino,Canadian,2006-05-03,20,185,51,Green,Red,Medium,A-,Left,Small scar,None,None,Unknown,Single,73 Main St,Mississauga,Ontario,L66A3,555-7131,Robbery,3,Under Investigation,M. Singh,15,Yes,No,2025-05-21,2025-05-14,,9,MG300086,Synthetic training record
C100087,S200087,Liam,,Brown,,Male,Black,Canadian,1965-07-12,61,195,72,Green,Black,Dark,A-,Left,Small scar,Rose,Beard,Unknown,Single,205 Main St,Waterloo,Ontario,L11A3,555-7900,Assault,4,Closed,L. Chen,14,No,Yes,2024-09-08,2024-08-30,2025-01-09,12,MG300087,Synthetic training record
C100088,S200088,Priya,,Lee,,Female,South Asian,Canadian,1975-01-19,51,189,113,Blue,Red,Light,O+,Left,Forearm scar,Rose,Beard,Unknown,Married,173 Main St,London,Ontario,L55A1,555-4119,Vandalism,4,Closed,J. Carter,20,No,Yes,2024-06-22,2024-06-20,2024-06-30,9,MG300088,Synthetic training record
C100089,S200089,Liam,,Taylor,,Male,Black,Canadian,1990-08-02,36,176,63,Brown,Red,Dark,A-,Right,None,Rose,None,Unknown,Single,287 Main St,Mississauga,Ontario,L63A2,555-8843,Vandalism,2,Under Investigation,L. Chen,0,Yes,No,2025-04-01,2025-03-23,,15,MG300089,Synthetic training record
C100090,S200090,Liam,,Lee,,Male,Black,Canadian,1986-11-01,40,161,101,Brown,Red,Light,O+,Left,None,Tribal,None,Unknown,Single,657 Main St,Toronto,Ontario,L62A5,555-3921,Fraud,2,Open,M. Singh,0,Yes,Yes,2025-09-25,2025-09-23,,18,MG300090,Synthetic training record
C100091,S200091,Sophia,,Martin,,Female,East Asian,Canadian,2001-12-16,25,164,80,Brown,Blonde,Medium,A+,Right,Small scar,Rose,None,Unknown,Single,53 Main St,Brampton,Ontario,L64A1,555-7244,Burglary,3,Closed,A. Brown,5,Yes,No,2024-02-14,2024-02-08,2024-04-25,8,MG300091,Synthetic training record
C100092,S200092,Aiden,,Smith,,Male,Middle Eastern,Canadian,1980-10-26,46,152,64,Green,Black,Dark,B+,Right,None,Rose,Mustache,Unknown,Single,35 Main St,Hamilton,Ontario,L81A1,555-3728,Burglary,1,Closed,L. Chen,3,No,Yes,2025-01-26,2025-01-26,2025-09-17,10,MG300092,Synthetic training record
C100093,S200093,Mia,,Smith,,Female,East Asian,Canadian,1972-10-28,54,155,90,Hazel,Brown,Medium,AB+,Right,Small scar,None,Mustache,Unknown,Single,557 Main St,London,Ontario,L42A8,,Theft,2,Under Investigation,J. Carter,1,Yes,Yes,2024-10-29,2024-10-22,,18,MG300093,Synthetic training record
C100304,S200094,Ava,,Wilson,,Female,South Asian,Canadian,2005-08-20,21,155,67,Green,Gray,Medium,AB+,Right,Small scar,Tribal,Beard,Unknown,Married,951 Main St,Waterloo,Ontario,L30A4,555-6752,Assault,3,Open,L. Chen,25,No,Yes,2025-02-02,2025-01-29,,2,MG300094,Synthetic training record
C100095,S200095,Aiden,,Taylor,,Female,Indigenous,Canadian,1988-04-16,38,152,98,Blue,Brown,Dark,O+,Right,Forearm scar,Dragon,Mustache,Unknown,Single,435 Main St,Hamilton,Ontario,L94A4,555-4135,Assault,3,Closed,S. Patel,4,No,Yes,2024-09-27,2024-09-22,2025-01-19,8,MG300095,Synthetic training record
C100096,S200096,Arjun,,Brown,,Male,Black,Canadian,1992-11-18,34,199,72,Hazel,Red,Dark,A+,Left,Small scar,Rose,None,Unknown,Single,506 Main St,Mississauga,Ontario,L10A9,555-1878,Theft,5,Open,J. Carter,6,No,Yes,2024-12-15,2024-12-15,,8,MG300096,Synthetic training record
C100097,S200097,Aiden,,Garcia,,Female,Indigenous,Canadian,2000-05-28,26,162,74,Hazel,Gray,Medium,O+,Left,Small scar,Dragon,Mustache,Unknown,Married,216 Main St,Brampton,Ontario,L36A9,555-7387,Burglary,1,Under Investigation,S. Patel,6,Yes,Yes,2024-07-24,2024-07-23,,8,MG300097,Synthetic training record
C100098,S200098,Olivia,,Smith,,Female,Latino,Canadian,1957-02-24,69,193,80,Blue,Red,Medium,A-,Right,Forearm scar,Rose,Beard,Unknown,Married,783 Main St,Brampton,Ontario,L89A6,555-6991,Assault,4,Open,S. Patel,15,No,Yes,2026-01-24,2026-01-24,,15,MG300098,Synthetic training record
C100099,S200099,Sophia,,Taylor,,Male,Middle Eastern,Canadian,1972-10-09,54,166,116,Brown,Black,Dark,B+,Left,None,Tribal,Beard,Unknown,Married,133 Main St,Ottawa,Ontario,L17A4,555-7168,Vandalism,4,Closed,J. Carter,10,Yes,No,2026-02-14,2026-02-14,2026-10-20,1,MG300099,Synthetic training record
C100100,S200100,Mason,,Patel,,Male,Latino,Canadian,1958-09-25,68,167,71,Hazel,Black,Light,AB+,Left,None,Rose,Beard,Unknown,Married,298 Main St,Ottawa,Ontario,L55A3,555-6366,Assault,5,Open,S. Patel,21,No,Yes,2025-06-15,2025-06-12,,11,MG300100,Synthetic training record
C100101,S200101,Mason,,Taylor,,Male,Latino,Canadian,1956-02-06,70,171,83,Green,Brown,Dark,B+,Left,Forearm scar,Tribal,None,Unknown,Single,995 Main St,Waterloo,Ontario,L98A7,555-8634,Vandalism,5,Under Investigation,M. Singh,17,No,Yes,2024-06-17,2024-06-09,,2,MG300101,Synthetic training record
C100102,S200102,Ethan,,Johnson,,Female,South Asian,Canadian,1968-06-26,58,194,96,Hazel,Black,Medium,B+,Left,Forearm scar,Rose,Beard,Unknown,Single,328 Main St,Waterloo,Ontario,L21A6,555-1476,Cybercrime,2,Under Investigation,S. Patel,6,Yes,No,2026-02-28,2026-02-27,,1,MG300102,Synthetic training record
C100103,S200103,Ethan,,Lee,,Male,Indigenous,Canadian,1997-11-07,29,197,76,Blue,Blonde,Dark,A-,Right,Forearm scar,Dragon,Beard,Unknown,Married,900 Main St,Toronto,Ontario,L86A5,555-7142,Vandalism,4,Under Investigation,A. Brown,20,Yes,Yes,2024-11-01,2024-10-29,,7,MG300103,Synthetic training record
C100104,S200104,Param,,Patel,,Female,Middle Eastern,Canadian,1979-11-24,47,194,53,Blue,Black,Light,O+,Right,None,Rose,Beard,Unknown,Married,241 Main St,London,Ontario,L62A5,555-2577,Cybercrime,4,Open,L. Chen,3,No,No,2024-04-03,2024-03-24,,6,MG300104,Synthetic training record
C100105,S200105,Priya,,Taylor,,Male,Indigenous,Canadian,2005-02-03,21,176,52,Green,Gray,Medium,A-,Right,Forearm scar,Rose,Beard,Unknown,Single,794 Main St,Mississauga,Ontario,L89A7,555-1428,Vandalism,5,Closed,J. Carter,18,No,No,2025-04-05,2025-03-26,2025-05-19,4,MG300105,Synthetic training record
C100106,S200106,Ethan,,Smith,,Male,East Asian,Canadian,1995-06-27,31,168,107,Blue,Blonde,Light,B+,Left,Small scar,Tribal,Mustache,Unknown,Single,316 Main St,Brampton,Ontario,L21A4,555-3960,Fraud,3,Open,S. Patel,1,Yes,Yes,2024-03-02,2024-02-23,,4,MG300106,Synthetic training record
C100107,S200107,Emma,,Garcia,,Male,South Asian,Canadian,1976-07-06,50,198,69,Green,Red,Medium,AB+,Left,Forearm scar,Rose,None,Unknown,Single,400 Main St,London,Ontario,L72A8,555-8123,Robbery,5,Open,J. Carter,22,Yes,Yes,2025-10-02,2025-09-24,,18,MG300107,Synthetic training record
C100108,S200108,Noah,,Brown,,Female,White,Canadian,1987-05-02,39,189,99,Brown,Red,Dark,O+,Right,None,Dragon,Mustache,Unknown,Married,240 Main St,Ottawa,Ontario,L31A6,555-5812,Vandalism,3,Open,A. Brown,6,No,No,2025-05-09,2025-05-04,,8,MG300108,Synthetic training record
C100109,S200109,Ethan,,Patel,,Female,White,Canadian,1959-09-03,67,168,102,Blue,Black,Medium,A+,Left,None,Rose,None,Unknown,Married,311 Main St,Waterloo,Ontario,L43A5,555-3506,Burglary,4,Closed,A. Brown,1,Yes,No,2024-04-29,2024-04-23,2024-06-15,0,MG300109,Synthetic training record
C100110,S200110,Ethan,,Brown,,Male,Indigenous,Canadian,1977-12-22,49,195,76,Hazel,Brown,Light,B+,Left,None,Dragon,Mustache,Unknown,Married,61 Main St,Ottawa,Ontario,L75A3,555-7016,Theft,2,Under Investigation,S. Patel,3,Yes,Yes,2024-02-16,2024-02-10,,10,MG300110,Synthetic training record
C100111,S200111,Liam,,Taylor,,Male,Latino,Canadian,2007-02-14,19,150,111,Green,Red,Light,B+,Right,Small scar,None,None,Unknown,Married,285 Main St,Hamilton,Ontario,L95A9,555-8639,Burglary,3,Open,J. Carter,20,No,No,2024-11-01,2024-10-24,,5,MG300111,Synthetic training record
C100112,S200112,Arjun,,Lee,,Female,White,Canadian,1967-07-23,59,161,116,Blue,Brown,Dark,B+,Right,Small scar,None,Mustache,Unknown,Single,107 Main St,Mississauga,Ontario,L61A7,555-8445,Assault,1,Open,J. Carter,20,No,No,2025-04-08,2025-04-05,,3,MG300112,Synthetic training record
C100113,S200113,Olivia,,Lee,,Female,Middle Eastern,Canadian,2005-08-17,21,174,60,Hazel,Blonde,Medium,O+,Left,Small scar,Tribal,None,Unknown,Single,248 Main St,London,Ontario,L65A5,555-6093,Assault,1,Under Investigation,A. Brown,9,No,No,2024-03-05,2024-02-28,,3,MG300113,Synthetic training record
C100114,S200114,Arjun,,Taylor,,Male,East Asian,Canadian,1978-12-16,48,178,111,Hazel,Gray,Dark,A-,Left,Forearm scar,None,Mustache,Unknown,Single,647 Main St,Ottawa,Ontario,L25A1,555-2426,Theft,4,Under Investigation,M. Singh,6,Yes,No,2024-07-30,2024-07-20,,16,MG300114,Synthetic training record
C100115,S200115,Emma,,Martin,,Male,Indigenous,Canadian,1969-01-11,57,160,91,Hazel,Black,Dark,O+,Left,Small scar,Rose,Beard,Unknown,Married,275 Main St,Hamilton,Ontario,L46A1,555-5744,Robbery,3,Under Investigation,J. Carter,19,Yes,No,2026-02-12,2026-02-03,,6,MG300115,Synthetic training record
C100116,S200116,Arjun,,Johnson,,Male,Latino,Canadian,1966-05-26,60,163,50,Blue,Blonde,Light,A+,Right,Small scar,Rose,Mustache,Unknown,Married,72 Main St,Toronto,Ontario,L95A0,555-2696,Burglary,2,Under Investigation,S. Patel,14,No,Yes,2024-02-20,2024-02-18,,8,MG300116,Synthetic training record
C100117,S200117,Liam,,Taylor,,Male,South Asian,Canadian,2007-10-01,19,190,66,Brown,Brown,Dark,AB+,Right,Small scar,None,Mustache,Unknown,Single,83 Main St,Ottawa,Ontario,L83A7,555-8886,Robbery,4,Closed,L. Chen,4,No,No,2024-02-19,2024-02-13,2024-02-29,7,MG300117,Synthetic training record
C100118,S200118,Emma,,Garcia,,Male,Black,Canadian,1998-12-28,28,185,90,Hazel,Brown,Dark,O+,Right,None,Tribal,None,Unknown,Married,408 Main St,Ottawa,Ontario,L76A3,555-6361,Vandalism,2,Closed,A. Brown,10,No,No,2025-07-15,2025-07-12,2025-12-17,6,MG300118,Synthetic training record
C100119,S200119,Ava,,Williams,,Male,South Asian,Canadian,2008-08-18,18,180,85,Blue,Red,Light,B+,Left,Small scar,Rose,None,Unknown,Single,952 Main St,Hamilton,Ontario,L87A5,555-7850,Cybercrime,3,Closed,M. Singh,3,Yes,Yes,2024-02-24,2024-02-20,2024-03-13,12,MG300119,Synthetic training record
C100120,S200120,Arjun,,Taylor,,Male,Indigenous,Canadian,1974-01-10,52,153,102,Blue,Blonde,Medium,O+,Right,Forearm scar,Rose,Mustache,Unknown,Single,10 Main St,London,Ontario,L28A9,555-4000,Vandalism,1,Under Investigation,A. Brown,6,No,Yes,2024-10-07,2024-09-29,,10,MG300120,Synthetic training record
C100121,S200121,Arjun,,Williams,,Female,Latino,Canadian,1992-02-19,34,199,107,Blue,Red,Light,A-,Right,Small scar,Tribal,None,Unknown,Married,45 Main St,Mississauga,Ontario,L27A9,555-5515,Vandalism,1,Open,A. Brown,0,No,No,2026-05-02,2026-04-27,,11,MG300121,Synthetic training record
C100122,S200122,Priya,,Lee,,Male,White,Canadian,1999-12-25,27,155,92,Blue,Gray,Medium,B+,Right,None,Rose,Mustache,Unknown,Single,715 Main St,Hamilton,Ontario,L90A3,555-7820,Assault,2,Closed,L. Chen,2,Yes,Yes,2024-06-30,2024-06-29,2025-03-08,9,MG300122,Synthetic training record
C100123,S200123,Param,,Williams,,Male,East Asian,Canadian,1956-03-09,70,156,68,Blue,Blonde,Light,B+,Right,None,None,Beard,Unknown,Single,266 Main St,Toronto,Ontario,L31A0,555-6218,Assault,5,Under Investigation,A. Brown,20,No,Yes,2026-04-10,2026-04-07,,2,MG300123,Synthetic training record
C100124,S200124,Mason,,Singh,,Female,East Asian,Canadian,1990-08-17,36,152,106,Blue,Blonde,Medium,A-,Left,Forearm scar,Dragon,Mustache,Unknown,Married,471 Main St,Ottawa,Ontario,L64A0,555-4057,Fraud,5,Under Investigation,S. Patel,11,Yes,No,2025-09-19,2025-09-19,,9,MG300124,Synthetic training record
C100125,S200125,Lucas,,Martin,,Male,Latino,Canadian,1994-03-17,32,186,51,Green,Blonde,Dark,O+,Right,Small scar,Dragon,None,Unknown,Married,585 Main St,London,Ontario,L71A8,555-6308,Assault,3,Under Investigation,L. Chen,6,No,Yes,2026-02-24,2026-02-15,,6,MG300125,Synthetic training record
C100126,S200126,Ethan,,Wilson,,Female,Latino,Canadian,1967-07-22,59,191,93,Green,Blonde,Medium,O+,Right,None,Rose,Mustache,Unknown,Married,811 Main St,Mississauga,Ontario,L93A1,555-9002,Fraud,1,Open,A. Brown,13,Yes,Yes,2025-07-24,2025-07-14,,17,MG300126,Synthetic training record
C100127,S200127,Arjun,,Brown,,Female,Latino,Canadian,1959-05-27,67,196,54,Brown,Blonde,Light,A-,Left,Forearm scar,Rose,None,Unknown,Single,468 Main St,London,Ontario,L96A3,555-6195,Assault,4,Under Investigation,J. Carter,18,Yes,Yes,2025-03-11,2025-03-06,,17,MG300127,Synthetic training record
C100128,S200128,Lucas,,Williams,,Male,Middle Eastern,Canadian,1973-07-15,53,196,65,Blue,Black,Dark,O+,Left,Small scar,Tribal,Beard,Unknown,Married,304 Main St,Brampton,Ontario,L71A1,555-1857,Fraud,5,Closed,M. Singh,12,Yes,Yes,2025-07-23,2025-07-18,2025-11-03,7,MG300128,Synthetic training record
C100129,S200129,Param,,Johnson,,Male,Latino,Canadian,1956-04-05,70,185,105,Blue,Blonde,Light,B+,Right,None,None,Beard,Unknown,Married,622 Main St,Brampton,Ontario,L57A7,555-4854,Assault,4,Under Investigation,J. Carter,3,Yes,No,2024-05-13,2024-05-10,,19,MG300129,Synthetic training record
C100130,S200130,Olivia,,Chen,,Female,Indigenous,Canadian,2007-11-25,19,162,88,Blue,Black,Light,A+,Left,Small scar,Rose,None,Unknown,Single,889 Main St,Hamilton,Ontario,L71A8,555-9598,Robbery,4,Closed,L. Chen,12,Yes,Yes,2024-07-03,2024-07-03,2024-11-22,14,MG300130,Synthetic training record
C100684,S200131,Ava,,Garcia,,Male,White,Canadian,1991-06-16,35,153,80,Hazel,Black,Dark,AB+,Right,Small scar,Tribal,Mustache,Unknown,Married,90 Main St,Hamilton,Ontario,L43A1,555-2012,Robbery,1,Open,A. Brown,15,No,Yes,2024-03-25,2024-03-16,,3,MG300131,Synthetic training record
C100132,S200132,Liam,,Garcia,,Female,South Asian,Canadian,1979-09-12,47,189,62,Brown,Red,Medium,O+,Right,None,Rose,Beard,Unknown,Single,257 Main St,Waterloo,Ontario,L78A1,,Cybercrime,4,Closed,J. Carter,5,No,No,2025-07-20,2025-07-16,2026-03-17,8,MG300132,Synthetic training record
C100133,S200133,Emma,,Martin,,Male,East Asian,Canadian,1965-04-07,61,154,68,Green,Red,Light,A+,Right,Small scar,Dragon,None,Unknown,Single,114 Main St,Ottawa,Ontario,L36A6,555-1157,Fraud,2,Open,S. Patel,5,No,Yes,2025-04-14,2025-04-04,,8,MG300133,Synthetic training record
C100134,S200134,Priya,,Singh,,Female,East Asian,Canadian,1979-02-06,47,178,72,Hazel,Gray,Medium,AB+,Right,Forearm scar,Tribal,Beard,Unknown,Married,671 Main St,Waterloo,Ontario,L10A1,555-9463,Fraud,2,Under Investigation,J. Carter,20,Yes,No,2025-02-28,2025-02-18,,18,MG300134,Synthetic training record
C100135,S200135,Olivia,,Taylor,,Female,Indigenous,Canadian,1999-12-09,27,165,114,Green,Blonde,Medium,A+,Left,Small scar,Rose,Mustache,Unknown,Single,401 Main St,Mississauga,Ontario,L38A4,555-7830,Fraud,2,Open,J. Carter,25,Yes,Yes,2024-05-17,2024-05-16,,16,MG300135,Synthetic training record
C100136,S200136,Olivia,,Smith,,Male,Middle Eastern,Canadian,2000-01-03,26,198,91,Blue,Red,Medium,A-,Left,Forearm scar,Dragon,Beard,Unknown,Married,839 Main St,Toronto,Ontario,L72A4,555-5454,Fraud,4,Closed,J. Carter,20,Yes,Yes,2025-11-15,2025-11-15,2026-07-21,6,MG300136,Synthetic training record
C100137,S200137,Lucas,,Chen,,Male,East Asian,Canadian,1992-12-15,34,182,89,Green,Brown,Medium,O+,Right,None,None,Mustache,Unknown,Single,652 Main St,Hamilton,Ontario,L27A8,555-8626,Cybercrime,2,Open,A. Brown,18,No,No,2024-10-30,2024-10-28,,7,MG300137,Synthetic training record
C100138,S200138,Sophia,,Chen,,Male,South Asian,Canadian,2004-03-13,22,171,53,Blue,Blonde,Light,O+,Right,None,Rose,None,Unknown,Married,422 Main St,Brampton,Ontario,L80A0,555-5232,Vandalism,1,Under Investigation,A. Brown,20,No,Yes,2024-09-02,2024-08-25,,14,MG300138,Synthetic training record
C100139,S200139,Ethan,,Martin,,Female,South Asian,Canadian,1970-01-09,56,192,50,Blue,Red,Medium,A-,Right,Forearm scar,Rose,None,Unknown,Married,964 Main St,Toronto,Ontario,L64A7,555-2994,Burglary,1,Closed,A. Brown,20,No,Yes,2024-06-06,2024-05-29,2024-10-04,12,MG300139,Synthetic training record
C100140,S200140,Mason,,Taylor,,Male,Indigenous,Canadian,1987-10-24,39,188,88,Blue,Red,Medium,AB+,Left,Forearm scar,Tribal,Mustache,Unknown,Single,833 Main St,Brampton,Ontario,L51A9,555-3702,Assault,5,Under Investigation,S. Patel,19,Yes,No,2026-04-07,2026-04-04,,8,MG300140,Synthetic training record
C100141,S200141,Sophia,,Patel,,Male,Black,Canadian,2007-03-01,19,196,93,Green,Black,Medium,A+,Right,Forearm scar,Tribal,None,Unknown,Married,964 Main St,Ottawa,Ontario,L17A0,555-9628,Assault,2,Open,L. Chen,15,Yes,No,2025-08-20,2025-08-10,,17,MG300141,Synthetic training record
C100142,S200142,Ethan,,Wilson,,Female,East Asian,Canadian,1985-06-10,41,178,77,Hazel,Black,Dark,A-,Left,None,Rose,Beard,Unknown,Married,521 Main St,Toronto,Ontario,L40A5,555-4086,Burglary,3,Open,M. Singh,25,Yes,No,2025-10-02,2025-09-28,,13,MG300142,Synthetic training record
C100143,S200143,Ethan,,Wilson,,Male,Indigenous,Canadian,1963-03-05,63,162,114,Brown,Brown,Dark,O+,Left,Forearm scar,Dragon,Mustache,Unknown,Married,402 Main St,London,Ontario,L78A8,555-8660,Vandalism,2,Open,M. Singh,19,Yes,No,2025-08-14,2025-08-06,,9,MG300143,Synthetic training record
C100144,S200144,Olivia,,Smith,,Female,Indigenous,Canadian,2001-09-25,25,172,113,Green,Blonde,Medium,A+,Right,Forearm scar,Dragon,Mustache,Unknown,Married,711 Main St,London,Ontario,L61A1,555-2646,Theft,3,Closed,M. Singh,20,No,Yes,2026-03-23,2026-03-19,2026-09-05,6,MG300144,Synthetic training record
C100145,S200145,Param,,Williams,,Female,East Asian,Canadian,1959-04-14,67,179,101,Green,Brown,Dark,O+,Left,Forearm scar,Rose,Beard,Unknown,Married,957 Main St,Ottawa,Ontario,L47A5,555-6317,Vandalism,2,Closed,J. Carter,14,Yes,Yes,2026-05-01,2026-04-23,2026-06-19,17,MG300145,Synthetic training record
C100146,S200146,Priya,,Chen,,Female,East Asian,Canadian,1976-01-18,50,161,52,Green,Black,Light,AB+,Left,Forearm scar,None,None,Unknown,Single,634 Main St,Toronto,Ontario,L95A6,555-7986,Robbery,1,Under Investigation,A. Brown,15,Yes,No,2025-07-10,2025-07-10,,7,MG300146,Synthetic training record
C100147,S200147,Olivia,,Martin,,Female,White,Canadian,1967-03-13,59,156,71,Green,Gray,Light,AB+,Right,Small scar,Tribal,Mustache,Unknown,Single,476 Main St,Waterloo,Ontario,L92A2,555-9112,Vandalism,1,Open,L. Chen,4,No,Yes,2024-12-19,2024-12-14,,2,MG300147,Synthetic training record
C100148,S200148,Ethan,,Chen,,Female,Indigenous,Canadian,1970-08-02,56,199,101,Brown,Gray,Dark,O+,Left,Forearm scar,None,Mustache,Unknown,Single,952 Main St,Brampton,Ontario,L89A4,555-2085,Theft,5,Open,J. Carter,5,No,Yes,2024-02-21,2024-02-21,,8,MG300148,Synthetic training record
C100149,S200149,Ava,,Smith,,Male,Latino,Canadian,1982-05-18,44,188,84,Blue,Black,Light,A+,Left,None,Dragon,None,Unknown,Single,177 Main St,Mississauga,Ontario,L12A8,555-9006,Burglary,1,Open,A. Brown,18,Yes,No,2024-09-24,2024-09-14,,17,MG300149,Synthetic training record
C100150,S200150,Mia,,Lee,,Female,Indigenous,Canadian,1989-03-21,37,150,55,Hazel,Brown,Light,A+,Right,Small scar,Tribal,None,Unknown,Single,290 Main St,Waterloo,Ontario,L28A9,555-2652,Cybercrime,5,Open,S. Patel,20,Yes,Yes,2026-03-03,2026-02-26,,17,MG300150,Synthetic training record
C100151,S200151,Lucas,,Patel,,Female,White,Canadian,1972-05-04,54,197,82,Brown,Gray,Light,AB+,Left,Small scar,Rose,Mustache,Unknown,Married,754 Main St,London,Ontario,L20A6,555-2216,Burglary,2,Open,A. Brown,20,No,Yes,2025-05-25,2025-05-20,,17,MG300151,Synthetic training record
C100152,S200152,Arjun,,Patel,,Female,White,Canadian,1984-05-09,42,179,118,Hazel,Red,Light,A-,Right,Small scar,Rose,Beard,Unknown,Single,418 Main St,Hamilton,Ontario,L39A8,555-2532,Cybercrime,4,Under Investigation,J. Carter,4,No,No,2024-09-05,2024-09-04,,12,MG300152,Synthetic training record
C100153,S200153,Amelia,,Chen,,Male,Indigenous,Canadian,1977-09-23,49,176,65,Green,Gray,Light,AB+,Right,None,Tribal,Mustache,Unknown,Single,676 Main St,Waterloo,Ontario,L62A7,555-3200,Assault,1,Closed,L. Chen,19,No,No,2024-03-30,2024-03-30,2024-12-21,7,MG300153,Synthetic training record
C100154,S200154,Olivia,,Brown,,Female,White,Canadian,1962-06-14,64,171,88,Hazel,Gray,Medium,O+,Left,Small scar,None,None,Unknown,Single,935 Main St,London,Ontario,L34A8,555-7900,Cybercrime,2,Under Investigation,S. Patel,2,Yes,No,2024-12-06,2024-11-28,,0,MG300154,Synthetic training record
C100155,S200155,Amelia,,Patel,,Male,Latino,Canadian,1957-03-07,69,184,110,Hazel,Blonde,Light,A+,Left,Small scar,Tribal,None,Unknown,Single,114 Main St,Ottawa,Ontario,L61A0,555-5252,Theft,1,Under Investigation,L. Chen,1,No,Yes,2025-12-01,2025-11-25,,8,MG300155,Synthetic training record
